Content,Sentiment
Yeni meslek Harika ürün düşünmeden alın,1
Taraklardan bir tanesi fabrikasyon hatalı çıktı.mağaza çok hızlı dönüş yaptı. Ama bi şey yapamayacaklarını yedek tarağının olmadığını söyledi ??,0
10 numara bir ürün kesinlikle tavsiye ediyorum. f/p,1
Çocuğun saçları 3 numaralı tarak ile kestim. Sorun çıkarmadı. Tek sorunu tarak sayısı. 1-2-3 nolu taraklar var ve en büyük tarak bile çok kısa kesim yaptı. Keşke 6-9-12 vb. tarakları da olsaydı.,2
idare eder makina biraz daha büyük olsa saç tıraşı için daha uygun olur.,2
kesşnlikle tavsiye etmiyorum!!,0
"Markalı ürünlerin yaptığının fazlasını karşılar, Ama saç icin almayın, Daha çok sakal ve ense icin tercih edilmelidir.",2
Başarılı. Fiyat performans başarılı.,1
evet urun resimlerde gorundugu gibi,1
Ürün gerçekten profesyoneller için yapılmış. Kesinlikle tavsiye ederim. Ürün performans maliyet kıyaslarsam bence en iyisi. Sizlere alın diyorum lakin bundan sonra kuaföre gitmezsiniz diye de çekiniyorum.,1
Ürün sıfır kutuda geldi. Makine çok kibar ve ergonomik. Ben resimlerden büyük bir makine diye tahmin ediyordum fakat öyle değil. Denedim kesinlikle çekme vs yapmadı. Tek eksi yanı 3 adet başlık bulunması. En büyüğü 3 mm. Başka herhangi bir kusuru yok. Ayrıca mağazaya da paketleme ve kargolama ile ilgili teşekkür ediyorum.,2
"Biraz küçük gibi ama çok şık ve kullanışlı.Kesmesi çok iyi,asker traşı olmak için on numara.",1
Ürün çok şık ve kullanışlı ??,1
bu mağazadan alış veriş yapacaksanız üründe hata veya bi sorun yaşarsanız kesinlikle geri almiyolar 1 ay dır uğraşıyorum hasta babam var traj etmek için aldım ürün hatalı çıktı gönderdim ne iptal ettiler nede ürünü gönderdiler geriye değişim yapın dedik onuda yapmadılar ürün alacaksanız bu mağzadan geri almazlar asla ona göre yapın .,0
kesinlikle tavsiye etmiyorum paranızı çöpe atarsınız.,0
Evet ürünü çok beğendim,1
"Harika ancak bir kaç çeşit daha başlık koysalardı daha iyi olurdu,1 mm,2 mm,3 mm.var iş goruyor ama sac icin cok kisaltiyor, 6 mm ve 12mm. de olsa tam olurdu..",2
Ürün gayet güzel ve kullanışlı. 3 başlıkla beraber geliyor ve başlıkla bile hızlı kesiyor. En uzun başlığı 3 numara saç gibi.,1
"Ürünü yorumlara bakarak satın aldım.Yaklaşık iki haftalık sakalımı hiç uğraştırmadan,ikinci bir perdeye gerek kalmadan rahatça kesti,motoru oldukça güçlü. Daha öncesinde bilindik pahalı markaların muadil ürünlerinden 3 tane eskittim. Abartmıyorum,bu daha iyi çıktı. Ömrü ne kadar olur bilemem ama bozulsa da pahalı olmadığı için üzülmem. Yalnız saç tıraşı için uygun değil,bilginize. Taraksız sıfır alıyor ,tarakları da çok ince. Sakal ve ense temizliği için gayet ideal. Tavsiye ederim.",2
Ürün iyi satıcı sıkıntılı.,2
Güzel göründüğü gibi,1
"Berberimde gördüm. Akşamına araştırdım, sipariş verdim. makina geldi memnunum ??",1
Sıfır sakal imkansız ancak makine güçlü. Tavsiye ederim,1
Ürünü araştırıp aldım. Ürün anlatıldığı gibi gayet şık ve kullanışlı. Sakal da kullanım için aldım. Sakalımı gayet güzel aldı. Yani 1 veya 2 günlük sakal uzunluğunda kalıyor. Benim için yeterli. Uzun vadede keskinliği ve sağlamlığını göreceğiz.,1
Ürünü denedim ve pek başarılı olduğumu söyleyemem. Saçlarım mahvoldu diyebilirim.,0
Ürünü hanüz kullanmadım ama fiyatına göre fena durmuyor tavsiye edilir.,1
güzel fiyatınıza göre işlevi güzel ama ben daha çok saç işiminse kullandım sakalda işimi görmedi,2
Alın pişman olmazsını,1
Şimdilik güzel şarj durumunu denemedim bakalım ne olur,1
ürün saç kesimi için daha çok uygun gibi sakal için aldım cokda uygun değil sakala,2
Evet beğendim ilgili mağaza,1
Evet ürün çok güzel,1
Ürün on numara gözüküyor daha kullanmadım ama saç tıraşı için uygun değil bilginize.,2
Evet çok beğendim'kullanisli,1
ürün gayet başarili. tek sorunu saçı biraz kisa kesiyor en büyük tarağı 3mm bunu sorun yapmayacaksaniz gönül rahatliğiyla alabilirsiniz.,2
Haftada bir sakal trasi olurum. Makineyi sakal icin aldim. Suan icin gayet iyi. Takilma cekme yapmıyor. Bundan bi kac ay önce 260 tl civarina babylis almistim bu ondan daha iyi kesiyor,1
"Ense favori sıfırlamak için mükemmel. Sakal kısaltmak, düzeltmek için ideal. Sağlam ve güçlü bir alet. Deneyimsizlerin, özellikle favorilere taraksız dalarken çok dikkatli olması gerek. Bir anda favori falan kalmaz ortada 2 ay düzelsin diye beklersiniz. Denemeleri kolunuza falan yapın derim.",1
çok güzel ürün kendim için aldım kardeşimde beğendi onada aynısı sipariş ettim tekrardan herkeze tavsiye ederim,1
Ürün gayet güzel almak isteyenlere tavsiye ederim sadece kargoda sıkıntı yaşadım ona rağmen yinede memnunum,1
Abim ve bana toplam 2 adet aldık. Fiyatına göre normal bir ürün ama çok yüksek birşey beklemeyin. Eve gelene kadar mağaza biraz yordu bizi. 1 haftada anca teslim alabildik. Kutuyu direkt kargo poşetine geçirmişlerdi daha özenli olabilirdi.,2
çok araştırdım.berberlerin bir çoğu bunu kullanıyor.5 traş yaptık.çok kolay.güzel traş yapıyor,1
Bu fiyata böyle bir makine bulunması zor. Adi bir plastiği var size kaliteli ürün izlenimi vermiyor ama kesinlikle yapması gereken şeyi de gayet başarılı yapıyor. Bu arada jilet performansı tabi ki de beklemeyin ama alabildiğini alıyor gücünün yettiği kadarını alıyor buna bana yeter.,2
mükemmel bir makine hafif kusursuz,1
Ürün fiyatına göre idare eder. Ama sakalları 0 kesiyor diyenlere aldanmayın yani jilet 0 lığında beklemeyin yinede idare eder normal tıraş makinesi kısalığında kesiyor.. Ucu ve yapısı küçük bir makine. Motoru güçlü gibi ses çıkarıyor ama kesimi güçlü değil yumuşak ve seyrek sakallarım var yine bile uzun sürdü sakalların tamamını kesmek. Babamın 25-26 senelik Remington marka makinesi bile hala taş gibi süper kesim yapıyor. Aldığıma pişman oldum sayılır bunu anca koltuk altı veya ense tıraşında falan kullanırsın bir de dedikleri gibi çizim yapmada.,2
ürün harika 3. makineyi arkadaşima aldım problemsiz,1
Şimdilik güzel ilerisine bakacaz artık,1
Merhaba. Urun gercekten cok kaliteli . kesinlikle beklentimi karsiladi. fiyat kalite orantisi isteyenlerin urunu. marka urunlerden cok cok daha iyi,1
10 numara bes yildiz.kalite,1
"ÜRÜN GÜZEL, BİRAZ GEÇ GELDİ. FİYATIDA ARTIYOR HABİRE. ACELE EDİN ALMAK İÇİN....",1
Ürün gayet güzel. Sakal tıraşı için uygun neredeyse jiletle tıraş olmuş gibi.,1
Ürün parasına göre çok iyi zamanında ulaştı memnunum tavsiye ederim,1
urun guzel ama kargo gec geldi..,2
söylendiği gibi ürün fiyatina göre çok iyi ama keşke daha fazla kesme başlığı olsaydı.,2
Evet tam istediğim gibi,1
Mağaza Ürünü Faturasız göndermekte. Kendileri ile iletişime geçildiğinde otomatik cevap verit gibi aynı şeyleri yazmakta..,0
başka yerden alın alacaksanız ayın 14 inde sipariş verdim en geç 17 sinde kargo ya verilir diyordu kargo bana 20 sinde hemde mağaza iletişimi resmen dalga geçer gibi aynı cevapları verdi uzak durun,0
ürünü denedim gayet güzel ama biraz geç ulaştı elime,2
"Fiyat performans olarak iyi.Şık ,hoş ve iş görür",1
"Ürünün 3 tane ucu olduğu için saç kesiminde yetersiz kalıyor. Malesef geçiş yapamıyorsunuz. Yan tarafında yükseklik ayarı olanlardan almak lazımmış. Ama aletin kesimi iyi ve şarjı süper gidiyor. Geldiğinde içindeki mevcut şarj ile saçları bir defa komple, bir defa yanlar olarak iki defa kullandım. Hala şarj yeşil. Hafif, kullanışlı bir alet. Tek numara yapacaksan yada kat farkı sorun değilse al. Sadece sakal keseceksen al. Neredeyse sinek kaydıya yakın sakal kesiyor....",2
"fazlasını vermeye hiç gerek yok, istediğiniz traşı yapıyor, 2-3 liraya bide tarak alırsanız üff. bu arada fatura, garanti belgesi, başlıklar herşey geliyor.",1
güzel fiyat performans,1
BU GÜN KULLANDIM TAKILMA VS. OLMADI KESIMI GUZEL FIYAT ÇOK IYI,1
Ürünü beğendim. 45dakika kullanımda bile şarjı yetti. Tavsiye ederim.,1
"Hızlı kargo, iyi iletisim, sıkıntısız ürün. Tesekkurler Cihaza uygun basliklari da satarsaniz cok iyi olur.",1
Elime yeni ulaştı ilk intiba olumlu yönde kullanışlı güzel görünüyor. Deneyince anlayacağız. BiraZ sesli çalışıyor fakat,2
Ürünü daha denemedim ama sessiz çalışıyor. Verimli bir cihaz gibi. Görüntüsü güzel. Elde duruşu rahat. Malzemeleri de benim için yeterli.,1
Ürün elime ula?tı ve hemen bakit kaybetmeden denedim. Makine sakalları sıfıra yakin alıyor bu benim için çok iyi tek sıkıntısı agzı çabuk ısınıyor hic kapatmadan 5 dakikaya yakın çalıstırsanız ısınma ba?lıyor. Ama ben buna ragmen ürüne hasta oldum,2
Ürün gayet başarılı. Tavsiye ederim.,1
Saç tıraşı için uygun değil en kalın tarağı 3 mm sakal için alınabilir,2
1 kez denedim memnunum şimdilik,1
Evde sakal tıraşı olmak için ideal bir makine sıfıra yakın traş yapıyor.tavsiye ederim.,1
Farklı ürün geldi.,0
"Uzerinde tarak varken katiyyen kesim yapmiyor, tarağı çıkarınca gayet güzel kesiyor. Taraksiz kullanamayacaksam ne yapacagim ki? Kafayi kazimak zorunda kaldim...",0
Evet ürün çok güzel. Tavsiye ederim.,1
Şöyle bir alğı var pahalı ve bilindik markaların daha kaliteli olduğu şeklinde.Bu büyük bir yanılgı.Powertec’in fiyatının uygun olması sizi yanıltmasın zaten piyasanın en çok satan markası ve kuaförlerin tercih ettiği bir ürün.Ben de kuaförürümün tavsiyesiyle aldım.Oldukça başarılı.Memnun kaldım.,1
Kargonun geç gelmesi dışında ben ürünü tavsiye ederim 10/10 traş yapıyor sakalı ise sıfıra yakın kesmek için YouTube da video var onu izleyip ayarını yaparsanız temiz bir sakal tıraşı olursunuz.,2
"Güzel makine, jilete yakın alıyor. Ama çok fazla ısınıyor, 3 -4 dk da resmen ateş gibi oldu.",0
sifira yakin tras ediyir,1
Powertec tr 658 yerine powertec tr 258 gönderdikleri ve yanlış ürünü kargo ile iade etttiğim için ürünle ilgili yorum yapamıyorum.,2
Ürün kaliteli anlatıldığı gibi indirimli fiyatı ile aldım kaçırılmayacak bir cihaz gönül rahatlığıyla düşünmeden alabilirsiniz pahalanmadan n11 mağazadan siparisiniz verin kargo hızlı bir şekilde geldi teşekkürler n11 :),1
Benim ve 2 yaşındaki oğlumun saç tıraşını yaptım. Fiyat performans çok çok iyi,1
Ürün gerçekten iyi bu fiyata değer berberden hesaplı mantıklı berbere gitmeye son :))),1
İlk traşımı ben ve oğlum saç sakal olduk ilk izlenimim başarılı tavsiye ederim,1
"Ürün cidden iyi, enseyi sıfır alıyor, kargoyu da hemen akşama verdiler",1
Ürün şekil olarak güzel ense ve sakal düzeltmek için ideal ama saç için çok zayıf kalıyor,2
Ürünü henüz kullanmadım fakat sadece sakal ve ense için iyi olabilecğeini düşünüyorum. Çünkü tarakları çok küçük. Saç traşı yaparken kenarları makineyle üstleri makasla alacaksanız yeterli olur. Ancak komple makineyle yapacaksanız çok kısa olur çünkü taraklar çok küçük. Bu şekilde düşünüp karar verin.,2
Sadece sakal düzelttim makine o kadar ısındı ki elimi dokunamıyordum. Ya servisden gelen cihaz gönderildi ya da iade gelen cihaz. Öyle bişey yapılmışsa hakkımı helal etmiyorum.,0
Kargo 1 haftada geldi. Ürüne bakacağız,2
Ürünü berberimde görüp aldım. Gerçekten sakal için çok ideal bir ürün. Sakalı tahriş etmeden sıfıra yakın kesiyor. Fiyat fayda dengesi de çok iyi. Umarım kullandıkça daha da memnun kalırım.,1
Anlatıldığı gibi zaten yorum sayisindan anlayabilirsiniz,1
"ürün gerçekten çok güzel çalışması sessiz sayılır , kesimi sıfıra yakın benim sakallar sert değil yumuşak güzel kesiyor , ucundaki demir kısım biraz ısınıyor ama rahatsız etmiyor , başlıkları en uzunu 3mm bence yetersiz daha uzun bırakmak isteyenler için kullanışsız",1
Ürün çok güzel mağaza iletişimi iyi Biraz kargom geç geldi ama malum sebepler,1
Ürünün tarakları 3 tane ve daha uzun saçlar için kullanılmaz. 3mm en büyük tarağı ben bunu bilerek aldım ve memnunum gayet güzel bir ürün. Sadece satıcının kargoya verdiği şubede sorumsuzluk vardı ve o şubeyle çalışmamasını öneririn. 3 günde şubeden yola çıkamadı ürün,2
"78 ? aldım fiyatı yeni güncellenmiş herhalde. gayet kaliteli ve şık,, USB kablo ile şarj yapabilirsiniz tek merak ettiğim şu: acaba şarjı bittikten sonra Kablo ile çalışıyor mu yani prize takılı bir şekilde çalışır mı?",1
"Ürün çok iyi saç için kullandım ve gayet iyi güçlü bir makine ama kargo 1 haftada anca geldi o yüzden kötü oldu,bu fiyata veya 200 300 TL lik makinalardan daha iyi diyebilirim bende gittiğim her berberde bu makinayı görüyordum ve çok iyi kesiyordu eğer çok yüksek beklentiniz yoksa düşünmeden alabilirsiniz derim.",2
Fırsatçılık yapan uzak durulması gereken bir mağaza,0
Ürün fena değil ama mağaza tam bir dalavereci fırsatçılık yapıyor fiyatı gün gün yükseltiyor bu aralar ve zamanında kargoya vermiyor.,2
Ürün fiyatına göre iyi iş çıkarıyor.,1
güzel bi makine herkese tavsiye ederim fiyatına göre iyi sakal ense yanakta ve vücüt tüylerinde işinizi görücektir,1
Ürünü daha önce kullanmıştım.,1
ürün fiyatına göre başarılı,1
Ürün fiyatına göre kalite olarak fiyatı yüksek olan makinelerden eksik hiçbir yanı yok,1
güzel bir cihaz bu fiyata,1
içinden 3 tarak çıktı 1mm 2mm 3mm şekinde 3 mm olan berberlerin 1 numarası civarında makine güçlü herkes kullanabilir kısa saç sevenler için harika,1
"3 başlık var. 1-2-3 numara. Saçı 3 numarayla aldım, klasik berberde olunan 3 numara tıraşla aynı oranda kesiyor. Makine güçlü ben ürünü 13/04/2020 tarihinde 78,63 TL'ye aldım satıcı fiyatı arttırmış. Ürün elime 4 günde ulaştı. Hızlı bir şekilde satıcı ürünü kargoya verdi fakat 3 gün kargocularda bekledi malum yoğunluktan... sakalı 2 numarayla kestim gayet alıyor. makineden memnun kaldım.. sadece keşke satıcı ürün kutusunun etrafına patlayan poşetlerden falan sarsaydı daha sağlam paketlenirdi.",2
Ürün  çok iyi,1
makina gelir gelmez traşımı oldum 10 numara,1
Ürünü saç tıraşı için almadım. O nedenle beklentilerimi karşıladı. Kibar ve fiyatına göre oldukça iyi bir makine. Saç tıraşı için hem tarakları hem gücü hem de bıçak genişliği yeterli değil. Bunu bilerek almanızı tavsiye ederim.,2
ürün güzel telefon sarjiyla bile şarj ediliyor. ama yurtiçi kargo çok rezalet 1 hafta da anca geldi bi başka alışverişimde apartman girişine kargomu bırakıp gitmişti bundan sonra yurtiçi yle çalışan yerden alışveriş yapmiycam uzak durmanızı tavsiye ederim kargonuz kaybolsa bile arkasında durmayan bir firma ??????,2
Güzel makine iş görür,1
Söylediğim gibi fiyata göre gayet başarılı,1
"Soru cevap bölümünde sorulan soruları olumsuz tepkilerden dolayı sürekli olarak silen mağaza bu yorumumu silemeyecek bu sefer :).Üründe tarak çeşitliliği olsaydı daha iyi olurdu ancak zaten bunu bilerek almıştım.Ürün, iyi kullanışlı bir ürün.Gelelim mağazaya; mağaza her müşterisinin her farklı sorusuna kopyala yapıştır aynı cevabi veriyor.Diyelim ki Mağazaya ""nasılsınız?"" diye soru sordunuz yine aynı kopyala yapıştır cevabı verir mağaza.Bir çok musteri soru cevap bölümünde problem yaşamakta okursanız görürsünüz,tabi mağaza silmediyse :).Virüs nedeniyle zor zamanlardan geçiyoruz bunu anlıyorum gecikmeler tabiki yaşanır bunu da anlıyorum ama, işimizi iyi yapmamız gerekiyor.Magazanin biraz daha dikkatli olması gerekiyor.",0
Taraksız beğendim. tarakla kullanmadım henüz.,1
Urun gayet guzel ve beklentimi karsiladi. Satin almak isteyenlere tavsiye ederim.,1
Üürünü beğendim fiyatına göre iyi,1
Ürün anlatıldığı gibi. Fiyat performans açısından dengeli. Ev ortamında iş görür. Paketleme yok. Ürünün kutusu kargo poşetine sokulup gönderilmiş. Ürünün faturası yok gönderilmemiş.,2
eevet gayer basarilu,1
siteye tek resim yükleme seçeneğide çok kötü fotoğraf ekleme sayısının yüksek olması lazım,2
Resimlerde büyük gözüküyor ama değil. Lakin ele çok iyi oturuyor. Şarjı da baya dayanıklı. 2 kişi hem saç hem sakal rahat traş olduk. 1 2 ve 3 numara bıçağı var. Saçını kısa kesenler için ideal bıçaklar.,1
Fiyat fayda dengesi başarılı.,1
"Diş aralığı küçük ve biraz dar ağzı baç keserk n kanser ediyor ama sakl ve ense için çok ideal, öbürleri de ince işçilikte kötüler, yani bir bundan birde saç için büyüğünden almak lazım",0
