Content,company
1300 tl ye sattığı galaxy tabi bir kaç gün sonra 1000 liraya satan teknoloji marketi bu harika fiyat politikasıyla aldığınız ürünü bir iki gün içerisinde 300 tl düşürerek sizi enayi yerine koymaktadırlar iyi de adama sormazlar mı arkadaşım biz o parayı kolay mı kazanıyoruz elbette yeni teknolojiler çıktıkça eskisi ucuzlar ama iki günde 300 lira düşürmek nedirayrıca istanbul cevahirdeki mağazasında kasa ödemesi yapıldıktan sonra marketin çıkışına bir masa koymuşlar çıkışta yani marketin dışında iki güvenlik görevlisi iki de normal çalışan çıkanların çantasıyla fiştekileri karşılaştırıyor ve onaylayıp damga basıyor bu da müşteriye müthiş güvenlerinin bir işareti olsa gerek tebrikler teknosa,teknosa
bkz teknosa kart23580923,teknosa
teknosa olmasa koskoca dünya devlerinin ürün satmaktan aciz olabileceği alt metinli iğrenç saçma sapan aşağılayıcı reklamları yayınlanmış bir teknoloji marketireklamın içinde siz ne buldunuz ki diye aşağılama mı arasın yavşak türk tiplemesi mi arasın şıkıdık şıkıdık oynayan adamlar mı ararsın ne arasan var,teknosa
son reklamının alt metni teknosa  cari açık cari açık beklentisi 61 milyar dolar,teknosa
kendilerinden 5 sene arayla 2 kere fotoğraf makinesi aldım ikisinde de paketi açabileceğim kulakçığın üzerine sticker yapıştırıp eğer beğenmezseniz stickeri açmamak şartıyla cihazınızı geri getirebilirsiniz dediler anladım ki össde barajı geçemeyenlerin gittiği araf aslında teknosaymış,teknosa
kanyon teknosada ağırlığını merak edip sorduğumuz dizüstü bilgisayarın ağırlığını önündeki tanıtım etiketinde bulamayınca bildiğiniz dijital tartıda tartmaya çalışmış ve tabi ki başarılı olamamış bir elemanları vardı evladım teknik özellikleri bir yerlerden ve hatta internetten bulmak bu zihni sinirvari çözümden daha mı zor geldi bu benim teknosaya alışveriş maksadıyla son gidişim oldu zaten rakiplerine kıyasen en bilgisiz elemanlara sahip olup da nasıl bu kadar yaygın oluyor gerçekten aklım ermiyor,teknosa
17032010 yani elan mevcut mağduriyetlerin sözlük üzerinden deşifre edildiği yer iyi de neden 17032010 hal buyken gelin sözlükçü kardeşlerim bugünü teknosayı kınama günü ilan edelim diyesi geliyor insanın,teknosa
birkaç ay öncesi bir oyun için mikrofonlu kulaklık bakıyorum teknosada birkaç dakika sonra bir görevli yaklaştı yanıma isterseniz kutusu deforme olmuş kulaklıklardan gösterebilirim size çok ucuza geliyor dedi ben de iyi getir bakalım dedim 10 dakika sonra sennheiser hd202 ile geldi eleman elinde kutusu parçalanmış ama kulaklık sağlam görünüyor kulaklık hakkında o anda aklımda iki şey var birincisi ses kalitesinin çok iyi olması ikincisi de fiyatının 150160 tl civarında olması hatalı tahmin eleman 119 lira fiyat çıkardı bana güzellik yaptı ayaküstü 10 dakika düşündüm acaba alsam mı diye sennheiser bu sonuçta neyse mağazaya geliş amacımdan sapmadım o gün çok şükür mikrofonlu güzel bir kulaklık alıp eve döndüm eve döndüğümde içimde birkaç kurt vardı hemen açtım bilgisayarı teknosanın sitesini gördüğüm manzara ise tam olarak şu idi normal fiyatı da 119 lira idi,teknosa
özellikle beyoğlundaki mağazasında zafer adlı çok ilgili bir müdürü sahip olan mağaza elemanlarının büyük çoğunluğu ingilizce bilmeyip habire her gün kartonetlerini attıkları işlerini baltalıyıp oyunlarını kendi ürünüymüş gibi kasalarından geçirdikleri megavizyon elemanlarından yardım isterler dün bir tartışmaya kulak misafiri oldum iki tane turist fotoğraf makinesi almış ve teknosanın klasik durumu ürün bozuk çıkmış kendilerinin iki saat sonra uçağı var ve yardım istiyorlar tabi ki yardım yapılmadı ve bozuk ürünle memleketlerine geri döndüler umarım dava açarlar onlar,teknosa
türkiyede sahip olabilmek adına çok çetin bir mücadelenin yaşandığı en kötü hizmet veren firma unvanı için çok önemli rakiplerinin arasından sıyrılmayı başardığını düşünüyorum hepsi hak etti belki bu unvanı ama teknosanın yeri ayrı,teknosa
media markt varken adım atmam,media markt
sabancı grubuna ait şirketlere teknoloji ve elektronik malzeme satarak bu kadar büyüdüğünü düşündüğüm ve ne yazık ki ülkemizdeki en yaygın fahiş fiyattan elektronik eşya satıcısı firmasıdır,sabancı
fiyat alegoritması piyasa fiyatının üstüne minimum 10 eklemek üzerinedir akakcecomda bir ürünü araştırırken teknosa her seferin güldürür diğer fiyatlar arasında göz kapalı tahmin edebilirim hangisi olduğunu farkını mutlaka belli eder lol,teknosa
burası kadar kötü bir işletme olamaz müşteriyi kazıklama üzerine kurulmuş bir dükkanlar zinciri adında sabancı olması bence utançları olmalı ama nedense ilerleme kaydetmiyorlar burayı da mı okumuyorlarcarrefour maltepedeki teknosadan çamaşır makinesi aldık yanında kondisyon bisikleti ile kampanya yapmışlar iyi tamam dedik parasını ödedik teslimat günü gelince bir de ne görelim çamaşır makinesi karton kutuda değil köpük ve streç naylonla sarılı olarak geldi kesinlikle açmadık servisi çağırdık kurulum yapmak için geldiğinde bu teşhir ürünü bizim ürünler kutusuz gelmez isterseniz firmayla bir görüşün dediler naylonu hafiften açınca gördük ki makinenin üzerinde çizikler var üzerindeki etiketler sökülmüş falanteknosayı aradım bize satan adama ulaşmak imkansız gibi bir şey ya mesaisi bitmiş siktirmiş gitmiş ya izinde ya da telefona açan bile olmuyor baya bir uğraştıktan sonra elemanı bizzat gidip buldum bana o anda salladığı yalana göre makinayı depoda dururken yanlışlıkla teşhir ürünü zannedip açmışlar bu da izinden geldiğinde farketmiş adamdaki dikkate bak hemen sardırtmış ama kutusunu çoktan atmışlarmış cihaz sadece birkaç gün kaç gün teşhirde durmuşmuş yemedim tabi ve makinayı teşhir ürünü olmayanla değiştirmesini söyledim bu sefer de stokta olmadığını bu ürünün bittiğini o yüzden değiştiremeyeceğini söyledi amına koyim diyip oradan ayrıldımbu arada benim hatun üye olduğu nds mail listine teknosadan hiçbir şey almayın diye başımıza gelenleri yazmış oradaki üyelerden biri de teknosada müşteri ilişkileri ile ilgili mi çalışıyormuş neymiş bu mesajı görünce bir şekilde müşteri kayıtlarından bizimkinin telefonunu bulup aramış nazikçe özür dilemiş keşke önce bize haber verseydiniz niye yazdınız oralara falan demiş bir de ürünü başka bir şubede bulup değiştireceğini söylemiş yani müşteri temsilcisinin yalanlarına rağmen sorunu çözecek bir adım atmış bir hafta falan sonra hakikaten ürünü sıfır olanıyla değiştirdiler de rahat bir nefes aldık kadın sözünün eri çıktıpeki ya kondisyon bisikleti bu hengamede onu unutmuştum olaylar olduktan bir süre sonra onu kurmaya kalktığımda bizim aldığımızdan düşük bir model olduğunu farkettim kutusundan falan anlamak mümkün değildi oysa ki müşteri temsilcisini aradım durumu anlattığımda bana teslimat üzerinden çok zaman geçtiğini eğer alırken farketseymişim değiştireceğini ama şimdi bir şey yapamayacağını söyledi üstelik stoklarında bir eksiklik olmadığını doğru ürün teslim edildiğini iddia ederek beni yalanlamaya bile çalıştı bu kadarı da fazla deyip siktiri çektim ve aleti kendim kurdum bir parçası kırık çıktı onu da servisinden parça temin ederek tamir ettim bu kez de farkettik ki çok dandik bir kondisyon bisikleti imiş voit space midir nedir sakın almayın neyse ki aleti sahibindencomda aldığım fiyata satmayı başardım da kurtuldumiki ürün aldım ikisi de kusurlu ayıplı çıktı ikide iki fail teknosada yapılan yanlışların bini bir para sadece teşhir ürünü satışından para kazanan uyanık geçinen bir firma müşteri temsilcileri yalancı ve düzenbaz çağrı merkezi de aynı şekilde duyarsız ve yalancılar müşteriye en ufak değer vermiyorlar bu firma batana kadar düşmanıyım ve aleyhinde propaganda yapmaktan geri durmayacağım sakın buradan alışveriş yapmayın bana çıkmaz demeyin piyango size de çıkabilir hatta çıkmazsa şaşırın,teknosa
bir daha herhangi bir dükkanından içeri adım atanları eşeklerin kovalamasını canı gönülden dilediğim maganda şirket ulan hıyar teknosa elalem icat yapmakla övünüyor sen kalkıp elalemin yaptığı malı kendi vatandaşına kakalamakla övünüyorsun bu mudur akıllık allahın adamları pazarlama ekibine de tüküreyim senin işini yapan reklamcı kılıklı hırbolara da bkz tutmayın küçük enişteyisinirden edit yok aga hızımı alamıyorum ya sevgili metin yazarı kardeşim alaylı değilsen okulda alaylıysan ajansta kulağına çalınmıştır belki dramatik yazarlık diye bi mevzu var orda anlatılır gavurun what if dediği senaryodaki olayları dallandırıp budaklandıran bir yöntem uygularsın acep nasıl olurdu der gibi yani şimdi senin masaya oturttuğun icatçi gavurlardan biri çıkıp dese ki sen kimle maytap geçiyosun lan hırt yok sana mal bundan sonra git nerden buluyosan bul naapıcaksın hacım ki mantıklısı odur yani neyse geçti sinirim aferin kreatif direktörünüze de benden selam söyle çok yaratıcı bir iş olmuş tebrik ederim,teknosa
saçma 118 ve gsm öperatörlerinin reklamlarını kıskanıp biz de böyle bir şey yumurtlarız der gibi reklam yapan şirket ayrıca reklamdaki japon da jvc reklamından arak electro world media markt kovalasın siziaslında reklamda son 10 yılın hızlı bir özeti var üretmeden tüketen bunu da bir büyüme ve övünç kaynağı olarak gören bir ülke türkiye 61 milyar dolarlık cari açık ne olacak cevap yok sus pus bekleniyor,media markt
2 aya kadar dartynin turkiyedeki magazalarini devralmis olacaklar asil bomba ise 12 seneye kadar mediamarktin da magazalarini devralacaklar turkiyede tekelcilige bisi demiyolar ne de olsa mediamarkt gercekten dusurmustu piyasa fiyatlarini yine teknosanin tekeline kalacaksa bu piyasa yazik tuketicinin haline neyse siz benden duymadiniz bunlari allah bimeksle vatana zeval vermesin goldla electroworldun de eksikligini hissettirmesin,mediamarkt
bu adamlar inanılmaz bir hızla büyüyor mesela izmirde best buy kapandı yerine anında zıpladılar teknosa extra açtılar karşıyakada planet bowling kapandı yerine anında zıpladılar teksona açtılar tam gaz gidiyorlarbu adamların bu kadar iyi satış yapması türk insanı açısından benim umutlarımı çok kırıyor adamlar bariz ve net olarak her şeyi pahalı satıyor lan her şeyi 10bin çeşit ürün varsa belki 5 tanesi piyasa fiyatından bi 2 tanesi piyasadan ucuzdur onun dışında kalan 9993 ürün fahiş fiyatlarla satılıyor buna rağmen müşteri kaynamakta içerisi aklım almıyor çoğu zaman ürün incelemek için giderim bakarım orada tv falan almaya çalışanlar var çoğu zaman sessizce yaklaşıp burda almayın burası çok pahalı diye uyarasım geliyor inanılmaz bir şirket bu ciddiyimben de mesela bi tostçu açsam tostu 25 tl hamburgeri 45 tl ye satsam benim de aynı şekilde müşterim sürekli artar mı diye düşünüyorum hep bizim insanımız neden pahalıya daha çok talep gösteriyor anlayamıyourm bu kadar kolay olmamalı lan,teknosa
başarısı için çok düşünmeye gerek olmayan firma neden basitçe çok reklam ve küçük sayıda ama çok şubedir insanlar için günümüzde bir çok durumda zaman paradan daha kıymetlidirbirçok zaman daha ucuzunu rahatlıkla bulabilecekken sırf burnumun dibinde şubesi var diye zaman darlığında burdan ürün almışlığım vardırha gidip lcd tv alırmıyım şahsen öyle bir durumda teknosa ya fiyat araştırması için bile bakmam ama adamlar bu sorunuda sürekli reklam ile çözüyorlar,teknosa
bazı ürünleri akılalmaz bir şekilde göz göre göre aşırı pahalı fiyatlarla satan mağazalar zinciri mesela hard diskler dışarıda 200250 tl arası fiyatları olan hard diskler teknosada en az 250 tl dikkatimi çekmişken hazır paylaşayım dedim,teknosa
bir adet pil bile satın almayacağım işletmedirişçilerine 800 lira maaş veren ve 6 ay süresince işten ayrılmalarıkovulmaları koşulunda 1100 tl tazminat ödeten işletmedir işe başlayanların yarısından fazlası iş koşullarına günlük 5000 tl satış kotası bunlardan biridir dayanamayıp işi ilk 6 ay içinde bırakmaktadır yani aldıkları tazminat maaş giderlerini biraz daha düşürmektedirnot teknosada çalışmadım,teknosa
teknosa geçen bir ay içinde bildiğim kadarıyla ülkedeki gidişatı göz önünde bulundurarak çok yerinde bir karar almış mağaza içinde müzik yayını yapmayı bırakmıştır şu anda durum nedir müzik çalmaya tekrar başladılar mı bilmiyorum ama umarım bu mağaza içinde müzik çalmama kararlarını ileride ülkenin iyi zamanlarında da sürdürürler ve müzik dinlemek zorunda kalmadan alışveriş yapmak isteyen müşteriler tarafından tercih edilmeye devam ederleralakalı olarak hizmet alırken müzik dinlemek zorunda olmak,teknosa
superonline facebook sayfasında bu markanın 50 liralık hediye çeklerini dağıtıyor 31 aralığa kadar her saat 1 kişi kazanıyormuş günde 24 tane hediye çeki veriyorlar denemek lazım çünkü kazanmak yüksek ihtimal 50 lira da iyi para şuradan katılabilirsiniz,superonline
sanırım teknosa akademi olacak ismi bir personel eğitim okulu kurup bu okulu başarılı görünüp bir güzel tüketici vırt zırt ödülü alıp da bu kadr tüketici düşmanı bu kadar bilgisiz personeli olan bir firma daha görmedim ne kendimden ne etrafımdakilerden ne de internetteki yorumlardan daha tek kelime olumlu bir şey görmemişken nasıl başarılı görünebiliyorlar merak ediyorum,teknosa
darty de 2490 tl ye satılan kulaklığı tl ye satan firma teknosa da yeni fiyatı 4299 tledit 2 bu entrym için cevap yollamışlar fiyatlarında değişme yok ne kadar yazsalar boş yazı yazacaklarına fiyat indirseler hoş olurdu,teknosa
3 kasımda almış olduğum ve ertesi gün sabah hemen koşar adım gidip çalışmadığını beyan edip de bir servise gönderelim denilerek e bu normaldir teknik servis bakar inceler karar verir teslim alınan kulaklığımın gün itibariyle halen çalışmadığı halde sağlam denilip servisden 15 günde gelmesi bir yana garantisinin de geçmiş aylardan günümüze uzanan zaman zarfında kendiliğinden bitmiş olması da görenleri şaşkınlığa mıhlatan bir tekno eziyetdir efendim burasıancak bu beni yıldırmaz olsa olsa kamçılar diyerek olay 25 tl değil insan gibi muamele konulu şikayetlerle gerekirse hiç de üşenmem her yere başvurururum gazıyla içimdeki büyük bir üşengeçliğe ve boşvermişliğe son diyen bir sabancı kuruluşu teknosa ile ilgili çok anım vardır da konudan uzaklaşmadan satırlarıma burada son veriyorum,teknosa
