text,predicted_sentiment,confidence_score
alındıktan sonra ertesi gün arıza yapan 27 monitörü teslim edeli tam 28 gün olan firma hizmet sayfalarından bakıyorum son 24 gündür yetkili servis kontrolünde yazıyor sanki atomlarına bölüyorlar aq yerinde 2taksiti geldi neredeyse daha monitör yok piyasada bilgisayar parçalarından ses sistemine telefon falan herşeyi şimdiye dek vatandan aldım ve de çok memnundum taa ki müşteri hizmetleriyle tanışana kadar lan bari telefonlara cevap verin olmadı ilgili birisini oturtun başına 1 ay oldu neredeyse hala ses seda yok ne yapıcam bilmiyorum soğudum yeminle,1,0.9979426
Hizli sarj ozelligi yok,0,0.99627376
mükemmelcocugum severek oynuyor,2,0.99645585
büyük pişmanlıktır arızanın nedenini bilmekten aciz müşteriyi yalan yanlış yönlendirip bekleten rezalet bir firmadır9 ekimde abone oldum ve 1 saat sonra internet gitti müşteri hizmetlerini aradığımda ise genel arıza var diyerek 5 saat sonrası için öngörülen çözüm saati diye bir saat sıktılar her aradığımda 5 saat sonrasını söyleyerek 1 günü böyle geçirdiler bu sürede hem bağlanılan temsilci hem de sesli yanıt genel arıza olduğunu söyleyip gerekli birimler sorun çözümüyle ilgilenmektedir 5 saat içinde çözeceğiz dışında ise bilgi vermedi 2 gün yine aynısı devam edince 3gün bucadaki iznet bayisine gidip durumu söyledim adresinizde genel arıza var diyip biyerleri aradı ve arıza giderme çalışması devam ediyormuş diye cevap verdiler ya sabır diyip eve geldim akşam yine sorun çözülmeyince bir de aynı adresteki henüz iptal ettirmediğim eski aboneliğim üzerinden aradım eski abonelik numarasıyla arayınca genel arıza uyarısı vermeyip direkt modeminize sinyal ulaşmıyor teknik ekip gönderiyoruz diye ekip gönderdiler 4gün gelen ekip 4 gün önce abonelik yaparken evin içinde cihaza takılan kabloda sorun olduğunu söyleyip onun ucunu değiştirdiler ve sorun çözüldü ekibe durumu anlatınca hiç genel arıza olmadığını üst mahalledeki küçük bir arızadan dolayı yeni altyapıdan hizmet alan ve herhangi bir sebeple arıza yaşayan tüm abonelerin genel arıza olarak sisteme düştüğünü söyledi bu yüzden de tüm bölgeyi genel arızaya düşürdükleri için çağrı merkezinin teknik ekip yönlendirmediğini ve boşuna beklediğimizi söyledi her gittiğimiz evde aynı olay bir şekilde bize ulaşan sorunu çözüyor ulaşamayan genel arıza çözülecek diye beklemeye devam ediyor biz bildiriyoruz sallayan yok o yüzden tüm gittiğimiz evlere şikayet edin durumu düzeltsinler diye durumu açıklıyoruz dediçağrı merkezi hala durumun normal olduğunu arızanın çözüldüğünü iddia ediyor internetin sorun olan kablosunu çıkardığımda ise genel arıza mucizevi bir şekilde tekrar başlıyor,1,0.998379
Üründen daha önce kullanmıştım şimdi işyerine aldım çok kullanışlı ve çayı çok lezzetli oluyor Firmaya teşekkür ederim ürün sorunsuz geldi,2,0.99727577
izmir de de kaç saattir çekmiyor yeni geldi daha bir daha iyi çekiyoruz filan derse bugünü hatırlatırım ben onlara,1,0.99842334
Hayır hiç beğenmedim ve sipariş ettiğim ürün değildi,0,0.9989986
siz istemezseniz zahmet edip kargo takip numarası göndermiyorlar neyse 25 indirim hatrına bişey demiyorum,1,0.99747866
şuan oturduğum 12 daireli apartmanda 8 daire boş temmuzağustos ayında tayinci olarak geldik oturduk internet yoktu biri taahhüdü olduğu için hattını dondurup bekledi biz bir iki ay bekledik sonra hepimiz mobil modem aldıkşimdi binaya kadar fiber bkz fttb geldi taktıkları cihaz 24 portluk fiyatına baktım alibabada 280eğer internet eylül sonunda gelmiş olsaydı kimse mobil modem taahhüdüne girmeyecekti biz de güzel güzel abone olacaktık iki yıl sonra ne olur ne yaparız bilmiyorum,1,0.9983364
Kızım bütün gençler gibi fotoğraf çekmeyi ve sosyal medya da paylaşmayı çok seviyor bu telefonun kamerası çok net ve mükemmel fotoğraflar çekiyor ayrıca geniş ekranı sayesinde bu çekilenleri izlemek çok keyifli  kolay tutuş ve şık tasarımı ise kızımı cezbeden özellikleri arasında   gün boyu bitmeyen şarjı da büyük avantaj,2,0.997056
Ürün fiyatına göre güzel ve kullanışlı yedeğinide almayı düşünüyorum,2,0.99607867
sikma sesi dayanilmaz seviyede normal yikama esnasinda bile çok gurultulu detarjan haznesindeki plastik cok kalitesiz kir cikarma performansı en kaliteli deterjanda bile 0 800 devirde bile sikmada camasirlara zarar veriyor tisört ve battaniyede yirtik meydana geldi,0,0.998694
urun bana göre çok basit sey burda çok güzel qorunu ama geldim mi hiç iyi deyi yani o bir poan bile çok sizlere,0,0.99209857
türkiye cumhuriyeti yasalarına aykırı işlem yaparak vatandaşın cebindeki parayı gaspeden bunu çalışanlarına belirttiğinizde tüketici hakları mahkemesine başvurabilirsiniz diye çirkefleşen çalışanlara sahip hizmet kalitesi türkiye standartlarının bile altında olan etik değerlere sahip olmayan firmamsı,1,0.99833894
Kirli sakalı düzenlemek için harika,2,0.9974107
hiç iyi değil sorunlu ürün,0,0.9989386
taşeron firması ile beni dolandıran her internet arıza kaydında binanızın elektrik hattinda sorun var elektrikçi çağırın diyen firma,1,0.9983078
hiç beğenmedim bir türlü eşleşmedi şu programla,0,0.9980344
Çok kullanisli,2,0.9013948
Ba yıl dımm çocukluğuma döndüm resmen  Oğluma aldım ben oynuyorum Yalnız ben tv ye yada pc ye takamadım olmadı Bir de şarjı çabuk bitiyor yine de alın derim eğlenceli,2,0.9969981
saat bozuk geldi saati kuruyorum bir süre sonra duruyor,0,0.99769765
an itibariyle gecenin sanırım 6kesintisini falan yaşatıyor geçeli 3 ay oldu hiç böyle bir sorun ile karşılaşmamıştım altyapı çalışmamız var diye mail atmışlar ama bu gece değil yarın gece için çalışma var diyorlar ne yaptıklarını ben de tam anlayamadım,1,0.9983816
1 haftadır kullanmadığım lanet hayır zincirlerinden kurtulmuş daha özgür bir insan olmadım hayır yeni bir bilimsel keşif bulacak bir seviyeye de gelmedim bu sürede ve hayır tüm kullananların aptal olduklarını da iddia etmeyeceğim fakat bu kadar basit bir şeyin bile arkaplanda zamanla birikerek insanın zihnini nasıl yorduğunu farkedebiliyorum şimdi alışveriş kazankazan’da yapılmalı misal facebook’da onca sansür ve bias zorlamasına karşın ilgilendiğin gruplara katılıp adam akıllı tartışmalar yapıp bir şeyler kazanabiliyorsun haber akışı başlı başına yeter iyice custom edildiğinde twitter hakeza kendini dünya hakkında güncel kılmak için elzem ee youtube’da verimli kullanıldığında sonsuz bir derya ee ınstagram’da ne işim vardı lan benim poz vermekten sahte dünyalarını takdir kazanmak üzerine kurmalarından 60 geri kalansa “aa popüler bişi varmış la” diye giren ve bunu yayınlamalarını göstermekten başka bir şeye yaramayan çöplük klişe olacak ama şu tiradımı da yapıp gideyim yemeğin tadını almak için değil başkalarına caka satmak için yer olduk anın zevkinden mahrum kaldık ve bunlar şimdiki “yeni doğal olan” ıronik olarak bunu eleştirenleri de kendine kattı bu sistem onlar da kendi içlerinde kendilerini inkar etmelerine neden oldu aslında sistem biziz kendimizle yüzleşmekten kaçınmak için bahane olarak gösterdiğimiz black mirror’daki kendi boğazına cam parçasını değdirip ateşli konuşma yapan siyahi arkadaş olarak günlük rage’im bittiher neyse ileride küçük bir olay için amma laf anlatmışım dert edinmişim diyip gülüp geçeceğim bir girdi olarak burada kalsın,1,0.9984011
Sessiz gayet güzel yıkıyor ıslak bırakıyor diyenler var ama ıslak bırakmıyor biter bitmez kapak açılmamalı yarım saat kapak aralık olarak beklenmeli bu tüm makinalar için geçerli diye düşünüyorum Tertemiz yıkıyor ve kurutuyor Bu fiyata alınabilecek en güzel makinayı almışım Vestel servis ertesi gün gelip ücretsiz kurulumu yaptı Teşekkürler Trendyol ve Vestel,2,0.99698764
gerçekten güzel ürün bizim berberde görmüştüm aynısını aldım ,2,0.99717665
Ürün çok kaliteli tavsiye ederim,2,0.996838
alana kadar iyisiniz aldıktan 1 gün sonra bile arıza çıkarsa kapılarında süründürürler önceden hdmi kablosuna kadar buradan alırdım ama artık çöp bile almam özellikle söğütözü şubesinin önünden bile geçmiyorum artık,1,0.99827456
yeni bir iss aradığım dönemde başlığına baktın ve son dönemde oldukça kötü entryler var yalnız şikayet edenlerin hiçbiri aboneliklerini iptal ettirdiklerini yada edeceklerini yazmamış herkes herşeye rağmen kullanmaya devam ediyor sanırımtam bir çalıyorlar ama çalışıyorlar sendromu galiba,1,0.9983394
türkiyenin istisnasız en allahın belası kurumudur,1,0.99835914
şimdiye kadar karşılaştığım en kötü müşteri ilişkileri anlayışına sahip şirketşöyleki taşındığım için bağlatmış olduğum hattı iptal etmek için ön iptal başvurusunda bulundum 10 gün içerisinde bayii ya da genel merkezlerine giderek hattımı kapattırmam gerektiğini söylediler sitelerindeki bilgiler yalnış olduğu için müşteri ilişkilerini aradım sorduğum bir çok ilçede genel merkezlerinin olmadığını ancak bayiilerine giderek başvuru yapabileceğimi söylediler bayiilerinin adresini istediğimde de bu bilgiyi paylaşamayacaklarını ilettilerşimdi benim canım ne yapayım ben mesela yarın izin alayım kadıköye gideyim pasajları gezeyim öyle denk gelirsem de hattımı iptal mi ettireyim ne demek bayii adreslerine erişemiyoruz bu bilgiyi sizinle paylaşamıyoruz üstelik ukalasınız da  nasıl bulacağımı sorduğumda internetten diyebiliyorsunuz o kadar aklınız varsa neden öncesinde bakıp söylemiyorsunuzevlat olsan sevilmezsin turk telekom,1,0.99840957
Ben çok memnunum Arzumdu önceki ütüm o beni perişan etti ne kırışıklık açar ne düzgün ütüler Bu ürünü aldım rahat ettim Tabanı kaygan buharı çok iyi rahat ütüleniyo ve kırışıklıkları çok iyi açıyo Yormuyo yani ütülerken ben çok memnunum tavsiye ederim ,2,0.9973144
Güzel ürün uygun fiyata,2,0.9963862
Rende yapmaktan nefret ederim sıkıntısız 1 dakikada hazır,2,0.99736834
sahsima zirt pirt baska insanlarin telefon numaralarinin faturalarini eposta ile yollayan kurum telekom uyesi filan da degilim zaten yeter sizden cektigim bana zararini gectim insanlarin ozel telefon konusmalarinin dokumlerini bana yollamak onlar icin de buyuk bir guvenlik acigi ve gerizekalilik bence,1,0.9983491
Çok basit indirimde değilse almayın ,0,0.99658316
hiç dusunmeden alın iç genişliği cok güzel kac aydır kullaniyorum cok begendim,2,0.9971908
kötüydü hemen bozuldu,0,0.99885976
Daha iyi olabilir,1,0.9044048
yaklaşık 6 aydır kullandığım bir ürünSessizliği gayet iyi fakat ele tam oturmuyorNe yazık ki sağ tuşu tutukluk yapıyor 2 aydır Eğer oyun için alcaksanız kesinlikle önermem,0,0.99851555
Siyah istemiştim beyazi geldi ve numarası da küçük geldi,0,0.9853565
kalitesiz hiç memnun değiliz topuklarda 2  gün yamuldu tavsiye etmiyorum ,0,0.99899536
dandikkkk almayin,0,0.99890864
Kızım için aldımbeğendik,2,0.99724424
stoklarında hangi malın olup olmadığını bilmeden satış yapmaya çalışan internet sayfası doğru düzgün çalışmayan teknoloji tüccarı,1,0.99829656
Ayakkabının tekini yanlış ayağa göre göndermeleri nasıl olur halen anlamış değilim,0,0.99862766
ürünün tekerlekleri sürekli çıkıyor hiç memnun kalmadım,0,0.9987251
Öğrenci için çok iyi,2,0.99713886
Filtresi genlesip kenardan söküldü,0,0.99573827
Daha önce de bir tanıdığıma hediye olarak almıştım gerçekten çok memnun olduğunu söyledi Bu anneler gününde favori hediyem sensin ,2,0.99709296
Almış olduğum ürün 4 ay oldu çekmemeye başladı servise gittim filitre dediler 4 ayda filitre nasıl dolar hiç almayın tavsiye etmem,0,0.99899465
güzel ürün teşekkür ederim,2,0.99670297
dilerim uzun yıllar kullanırız,2,0.99665326
çöp takip edersen karşında çöplük bulursunyaklasik 90 hesap takip ediyorumhicbiri çöp değilkesfet kısmı yuzde 90 ilgilendiğim şeyle dolu,1,0.99830425
Ürün o kadar kötüki almayın çanta kolu çıkıp duruyor dakika başı takmaktan yoruldum,0,0.9987735
104027520,1,0.9852688
bkz 80759398,1,0.9984079
türk telekom pttnin telekomünikasyon ve posta hizmetlerinin 24 nisan 1995 tarihinde birbirinden ayrılması sonucunda devlet tarafından kurulmuş şirkettir cumhuriyet tarihinin en büyük batık kredisinin başrol oyuncusu özelleştirmenin göz bebeği şirket bugünkü konumuna nasıl geldiğini özet geçmek gerekirse neoliberalizmin temsilcisi akp tarafından 2005teki ihale sonucunda oger telecoma şirketin 55 hissesi 21 yıllığına 6550 milyar dolara satıldı 25i hazine müşteşarlığına 5i türkiye varlık yönetim fonuna 15lik kalan hissesi ise halka arz edilmiştiroger telecom ise riyad merkezli saudi ogera bağlıdır bu şirket ise eski lübnan başbakanının da aralarında olduğu hariri ailesine aittir kendileri ihalelere girmeden şirketleri satın almalarıyla meşhurdur şirket öncelikle peşinatı ve 5 taksitin birincisini ödedi geriye kalan borcunu bankalardan kredi çekip tek seferde ödemek istedi ipotek olarak hisselerini göstermek isteyen şirkete danıştay karşı çıktı çünkü hisseler süreli olarak devredilmişti ve bu sözleşmeye tersti danıştayın itirazına rağmen ipotek edilmesine göz yumuldukrediyi ödemek gerekiyordu ve bunun için türk telekomun varlıkları kullanılmak istendi şirket yatırımcısına yüksek temettü ödemeye başladı şirket 2006da aveanın 40 hissesini 500 milyon dolara satın aldı bir kaç satın alma daha gerçekleştirdişirkete devredildiğinde türk telekomun 2 milyar dolar nakiti mevcuttu altyapı yatırımları satın almalar sonucu nakiti biten şirket tekrardan bankalara başvurdubankalardan borç alamayacak kadar çok borç alındığında şirket 1 milyar dolar değerinde tahvili sattı böylece şirketin borcu gittikçe büyüdüdolar yükseldikçe borçlanma giderleri arttı ve türk telekom zarar yazmaya başladı başlangıç olarak 2016 yılında 724 milyon tl zarar etti ve bu durum artarak devam ettibütün bunlar olurken sermaye piyasası kurulu hiç bir şey yapmıyordu2013 yılında oger telecom türk telekomu satın almak için kullandığı krediyi yapılandırdı bu türk telekomun sermayesinin yok olduğu anlamına geliyordumilyar dolarların yok edilmesi sonucu şirketin diğer işleri incelenmek istendi fakat şirket borsaya açık olmadığı için ve şeffaflık barındırmadığı için paralarla ne yapıldığı bulunamadı şirketin sahibi saudi oger ise 2017 yılında suudi arabistanda iflas açıkladıtürk telekom şirket devredildiğinde kasasında 2 milyar  mevcuttu üstüne şirket kaba ifadeyle 4 milyar 750 milyon  kredi kullandı ve ödemedi şirketin mevcut borcu ise 175 milyar tl gözükmektedir bütün bunlara rağmen türk telekom oger telecoma yani saudi ogere daha spesifik ifadeyle hariri ailesine 7 milyar  temettü ödenmiştir sonuç olarak ortada mutlu mesut bir hortumcu vardır ve unutmadan günümüze ulaşmış bir enkaz ve bu enkazı bankalar yoluyla devralacak devletvatandaş vardır bütün bunlar yaşanırken o dönemin görevlilerine bakacak olursakbankacılık düzenleme ve denetleme kurulu başkanı mehmet ali akben  cumhuriyet tarihinin en büyük batık kredisinin duyulmasını istemiyoruz şimdilik hasır altı edin nihayetinde bir alıcı bulur paranızı alırsınız spk bddk ve hazineden sorumlu ekonomi bakanı ali babacanyönetim kurulu üyesi ismet yılmaz tbmm başkanlığı ve akp hükumetlerinde ulaştırma savunma ve milli eğitim bakanlığı yapmıştıryönetim kurulu üyesi efkan ala başbakanlık müsteşarı ve akp hükümetinin içişleri bakanıdır yönetim kurulu üyesi fahri kasırga akp hükümetlerinde adalet bakanlığı başbakanlık müsteşarlığı ve cumhurbaşkanlığı genel sekreterliği görevlerinde de bulunduyönetim kurulu üyesi yiğit bulut günümüzde cumhurbaşkanı başdanışmanı ve türkiye varlık yönetim fonu yönetim kurulu üyesiyönetim kurulu üyelerinin her biri aylık net 15000 tl ücret almaktadırlartüm bu olaylar boyunca devleti tartışmasız yöneten isim olan recep tayyip erdoğan bu konuda bir şey yapmamıştır ve sessizliğini korumaktadır bu yazıda mustafa murat kubilayın yazmış olduğu yazı türk telekomun kendi sayfası ve bilumum haber siteleri kaynak olarak alınmıştırbir yazarın aksine sistem rolex sever diyerek bitiriyorum yazıyı,1,0.9983839
ssat 1700da turuncu indirimi yapacağını söyleyen firma sabah 1299 tllik telefon şuanda 1449 tl sanırım saat beşten sonra 1299 tllik fiyatına geri dönecek işte türkiyedeki indirim anlayışı,1,0.99228704
Tereddüt ederek almıstım Kargo bugün geldi Gerçekten çok güçlü bir çekiş sistemi var Düşünmeden alabilirsiniz,2,0.99700636
Ürünü çok beğendim Çocuklar çok eğlenerek oynuyorlar,2,0.99689436
çok tatlı severek oynuyor kızım başarılı ürün,2,0.997065
saat gayet sağlam ve rahat,2,0.99756646
ürün çok kötü fotoğrafla gelen ürünün arasında çok fark var kalitesiz,0,0.9989599
Ürün gayet güzel Çocukluğumuzdaki atarilerin minyatürü 400 oyunlu almama rağmen satıcı 500 göndemiş Paketleme çok özenli ve güzeldi Kargoda epey hızlı,2,0.99712867
Harika tesekkur ederim,2,0.9971246
