sentiment,content,Text_Length,predicted_sentiment,confidence_score
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
1,kullanmak zorundayız meyveleri bastırırken nar denemedim,56,1,[8.1729674e-04 9.9843353e-01 7.4910943e-04]
0,kuramaz o yüzden bir kaç gün deneyecegim sorun olursa tabi ki iade edecegim,75,0,[0.98866045 0.00899197 0.00234766]
1,ekşide steam başlığına girip entryleri okudukça ne kadar büyük bir nimet olduğunu tekrar tekrar hatırladığım platform hades ori and the blind forest ori and the will of the wisps dead cells hollow knight doom it takes two gibi tonlarca oyunu başka platformlardan alacağınıza 1 aylık game pass aboneliği yapın paranız cebinizde kalsın ayrıca football manager 2022 gibi bütün bir sene oynayabileceğiniz bir oyun da daha hesaplı bir şekilde elde ediyorsunuz.,455,1,[9.3828584e-04 9.9835974e-01 7.0194725e-04]
1,bunlardan satın aldığım samsung galaxy tab s9un ekranı durduk yere kendiliğinden bozuldu araştırdıklarıma göre başkalarının da başına gelmiş tabii bu teknosayla alakalı değil cihazla alakalı yine de gerek teknosa gerek samsungun nasıl bir müşteri memnuniyeti sergileyeceği merak konusu  resim tam bozulmamış hali daha sonrasındaysa ekranın bir tarafı komple siyah oldu bakalım samsung teknik servisi ve teknosa bu konuda ne diyecekbu entry kendini güncelleyecektir,464,1,[9.6209307e-04 9.9834800e-01 6.8987772e-04]
1,yaklaşık bir saattir mobil internet hizmeti veremeyen gsm operatörükonum istanbulfatihedit an itibari ile düzeldi,113,1,[1.0180261e-03 9.9832386e-01 6.5806642e-04]
2,Harka urun tavsiye ederim,25,2,[3.6756687e-03 3.6945002e-04 9.9595487e-01]
2,ürun gorseldeki gibi kurulumu kolay cocuk calisma masasi icin ideal kizim begenerek kullaniyor,94,2,[1.4767175e-03 7.7682966e-04 9.9774641e-01]
1,kredi kartına taksit yaparak fiyatı sabitlediğim internet sağlayıcı bugüne kadar sorun çıkarmamıştı fiyat artınca tt’ye geçmememin sebebi ise eve fiber kablo çektiler bunların fiber interneti daha ucuz ve çok daha hızlı 10 ay içinde geçiş yaparız diye düşünüyorum,263,1,[9.1808732e-04 9.9837190e-01 7.1002735e-04]
1,vasatin bile alti hizmeti varos bir dili olan post modern dolandirici bi firma les gibi firma mobil verim kapali oldugu halde byte byte kullanimbildirimi kesen kurus kurus tahsilat yapan hirsiz bi firma kapali olan mobil verimden kullanmadigim internetin parasini caldilarınternet paketim tukendigi icin internet paketi satmayan tarifemi degistirmeme musade etmeyen “x lira yuklersen y kadar gb hediye” gibi tamamlanmamis bi cumleyle bana x lira yuklettiren ama y kadar gb tanimlamasi yapmayan sark kurnazi bi firmagörselmusteri temsilcisine baglanmak malum 330 dakika sonra baglanmak isteyebiliyorsunuz anca agzinda sakiz oldugunu tahmin ettigim bi hanim efendinin ukala cevaplari sonrasinda firma kimligini anlamis oldum ve bi yere varamicagim icin kisa kestimgorseldeki metin guya uygulama guncellemesiyle alakaliymis uygulama guncellenince text de guncellenecekmis 32tl ucreti oldugu o zaman yazacakmisgorusme kaydini istedim ve paylasmadilarsabah ucagim var 35 saatlik internet ihtiyacim icin gecenin ikisinde yirmi dakikami israf ettim telefondayilin 11 ayi yurtdisindayim zaten ama yine de hattimi tasiyacagim dolandirilan 12milyar boyle boyle yerine konuluyo galibamusteri temsilcinizi kvkk kapsaminda bildirerek gorusmemizi kayit altina aldim musteri temsilciniz yukaridaki suclamalarin hicbirine cevap veremedi les gibi firmasiniz ciddiye alir da gorusmek isterseniz bekliyorum,1387,1,[0.001484   0.9972941  0.00122189]
0,100tl lik fantom süpürge ile 3 kere geçtiğim yerden bu makine ile filtreleri temiz olmasına rağmen 10 kere geçiyorum ve ancak süpürüyor bu enerji etiketini nasıl almış anlamıyorum zamanla makinenin borusu gevşedi 1 yıl üstüne artık çok az tutuyor süpürürken boru bi uzuyo bi kısalıyo belim sırtım ağrıyor her süpürmede servise verdim garantiye girmiyor dedi 90 tl para istedi yenisi için tüketici mahkemesine gideceğim ve rowenta kutunun üzerindeki garanti belgesi olmadan işlem yapamıyormuş kutuyu attıysanız servis kaydı bile oluşturamıyosunuzmüşteri hizmetleri diye bir şey yok canlı bir insana bağlanamıyosunuz servis adresi veriyor sadeceMalzemesi dandik fişi çekme mekanizması kabloyu 1 metrede daha çekmiyor servisteki şahıs bunun için de sorun yok dedi  kabloyu 10 15 kere çıkarıp içine soktu düzeldiğini iddia etti bakalım kaç gün gidecek bu müdahale her süpürmede filtreyi çıkarıp yıkamanız kurutmanız ve süpürgeye takmanız gerek keşke üst seviye bir makine alsaymışım çöpe giden 500 lira Kolay kolay evime rowenta sokmam artık  umarım alacak olanlara bir fikir verir,1077,0,[9.9869090e-01 8.2176586e-04 4.8729870e-04]
1,deprem sonrası çöken altyapısına kesilen cezanın faturasını abonelerinden çıkaran kurummevcut paketlerine zamcıkları usul usul eklemişallahından bulasın türk telekom elveda demeye az kaldı,188,1,[9.8225346e-04 9.9834657e-01 6.7117182e-04]
2,Fiyatina göre güzel bir ürün tavsiye ederim,43,2,[2.4445024e-03 4.7185548e-04 9.9708360e-01]
1,sürekli bozulduğundan dolayı her seferinde getirip değiştirdiğim bir kulaklık var ömür plaza şubesinde fiyatını da takip ediyorum dolayısıyla kulaklığın fiyatını her seferinde farklı görüyordum ben 36 tlye almıştım sonra 33e sonra 29a düştü sonra yeniden 32ye çıktı buraya kadar her şey normal son gittiğimde geçen hafta kulaklık indirim reyonundaydı 66 liradan 30 liraya düşmüş görünüyorduhani semt butikleri falan yapar ya her şey 15 liraya kisvesiyle 5 liralık şeyi de 15 liraya verir sen de ama ucuza aldım diye sevinirsin aynı kurnazlıkedit bir de şöyle bir şey var belki alakalıdır 22435438,596,1,[9.7170455e-04 9.9827230e-01 7.5598236e-04]
1,nasıl yaptılar bilmem ama akşam saatlerinde oluşan hız düşümü olayını benim için çözmüş servis patlayıcı üstelik herhangi bir talepte bulunmama rağmen,150,1,[9.8563486e-04 9.9832624e-01 6.8812608e-04]
0,Renkte siyah istemiştim beyaz geldi ve çok geç geldi malesef memnun kalmadım tekrar iadeye göndericem,101,0,[9.988907e-01 6.320981e-04 4.772485e-04]
0,Sakın almayın bataryası hemen bitiyor Arıxa tespitine gönderdiğimde tamiri yapıldı dendi ama aynı saati gönderdiler,115,0,[9.9861276e-01 8.1971200e-04 5.6746800e-04]
1,ve beklenen oldu call of duty dahil tüm birinci parti oyunlar çıktığı ilk gün gamepasse ekleneceği duyrulduyakında da tüm activision blazzerd oyunları eklenir.,159,1,[1.0924372e-03 9.9827194e-01 6.3558581e-04]
1,25 ay önce başvuru yaptığım bu basvurudan 25 hafta sonra dönen ve binanızda port olmadığı için açamıyoruz bekleyin lütfen diyen iss2 hafta önce aradım port durumunu kontrol edip başvuru yapacağım dedim ve yeterli port var sorun olmaz demeleri üzerine tekrar başvuru yaptım bugune randevu verdiklerini geçen hafta çarşamba gunu bildirdiler bekleyelim dedim az önce aradılar turk telekom kaynaklı bir sorundan dolayı bugun teknik arkadaslar gelemeyecek bekleyin dediler ne kadar bekleyeceğimi sordum ileri bir tarih bişey diyemiyoruz dediler 23 gün daha bekleyeceğim eğer sorunum çözülmezse tüm o tahhütsüz bıdı bıdı kampanyalarına inat sosyal alemin en ücra köşesinde bile kendilerini karalamazsam,696,1,[9.1723935e-04 9.9834812e-01 7.3461630e-04]
0,bir hafta sonra şarj takılan yer elimizde kaldı şarj olmadan hiç bir işe yaramıyor ki düşmedi kırılmadı,103,0,[9.9878031e-01 8.0182223e-04 4.1790318e-04]
1,musteri hizmetleri rezalet olan bir kurum yaklasik 2 yildir kullaniyorum ilk baslarda her sey cok guzeldi 20mbps sabit hiz aliyordum sonra bu hizi dusurduler destek talebi actim durumu belirttim 20mbps olan hizimin 10mbpsye dustugunu baslarda boyle olmadigini kendileri de kabul etti binadan eve gelen kablolarin eskimis olabilecegini soylediler komple hatti yenilettim hizim eskisi gibi duzelmedisonra bana hattimin vdsl destekledigini ve 35mbpsye kadar hiz alabilecegimi soylediler vdsl modem satin aldim ardindan kurulumu gerceklestirdim ve ınternet bir kac gun gelmedi  geldiginde yine 10mbps hiz vermeye basladi vdsl hikayesi de yalan oldu megersem desteklemiyormus gecen hafta altyapi bakim calismasi yaptilar bakimdan sonra bugun de dahil yaklasik 1 haftadir internetim yok destek talebi birakmaktan baska bir caremiz de yok ama en can sikan nokta destek taleplerine cevap vermemeleri ben artik beklemekten sikildigim icin iptal ettirme karari aldimgercekten istanbulun bazi bolgeleri icin turknet mukemmel tercih diger bolgeler icin ise karin agrisiumarim destek sureclerini ve altyapilarini iyilestirip daha iyi yerlere gelirler,1137,1,[8.4337493e-04 9.9832612e-01 8.3043583e-04]
2,Resimdeki marka ürün geldi Berberime danıştım kısa saç için çok kullanışlı olduğunu kendisininde dükkanda kullandığını söyledi onun için bu markayı tercih ettim  Haklıymış,171,2,[0.00245288 0.00139274 0.99615437]
2,trendyoldan uygun fiyata aldım memnun  kaldım,45,2,[2.366313e-03 4.866257e-04 9.971470e-01]
1,tekrar 29 tlye inmiş görünüyor tünelin ucu yine bildiğin gibi1,62,1,[1.0162907e-03 9.9832863e-01 6.5503182e-04]
2,Cok şık bi makina gerçekten ,28,2,[2.5138790e-03 4.7356056e-04 9.9701250e-01]
1,canlı desteği keserek kendi ayağına sıkmış firmasorun yaşarsanız bir başınasınız size yardım edecek bir kanal yok arıza kaydı oluşturduğunuzda 34 gün sonra kopyala yapıştır bir cevapla sorununuz olmadığı belirtiliyor tamamen şansınız ve bilgisayar bilgileriniz sizi kurtarabilir eğer ki sorun iss kaynaklı ve sizin yapabileceğiniz bir şey yoksa geçmiş olsun üyelik başlangıcında büyük sonrasında ufak tefek sorunlar yaşasam da genel olarak memnun bir şekilde kullanıyordum ancak müşteri hizmetleri olayını kaldırmaları ciddi anlamda soğuttu ne yazık ki bulunduğum yerde tek alternatif ttnet yıl olmuş 2018  bu tarz temel ihtiyaçlara bile rahat ulaşamamamız gerçekten fiyasko umarım kısa süre içinde canlı desteği tekrar hayata geçirirler,737,1,[8.630510e-04 9.983903e-01 7.466712e-04]
0,Saatin şarjı çok çabuk bitiyor kulaklıktan ses boğuk geliyor üstelik garanti belgesi gelmedi şimdide yandaki açıp kapama düğmesi çalışmıyor saat kendi kendine açılıp kapanıyor,175,0,[9.9890053e-01 6.7528582e-04 4.2413629e-04]
0,guncelleme ses kalitesi ok ama gercekten cok kullanissiz birsey izlerken reklam giriyor tam reklam bitiyo ses gidiyor muhtemelen baglanti kesiliyo bu sefer bluetooth u kapatip aciyorum eslesmesini bekle vesaire iskenceye donuyor Her reklam girdiginde boyle ugrastiriyor hic memnun degilim Iade edecegim Tek yildiz ses kalitesi icin Ama kullanamadiktan sonra ne fayda Ses kalitesi gayet guzel hizli gonderim icin d,413,0,[9.9869883e-01 7.3664048e-04 5.6459400e-04]
